,Finish,Start,Car #,Driver,Make,Pts,S1,S2,S3,Laps,Led,Status,Rating,Team,track,season
20,21,31,47.0,Bobby Labonte,Toyota,23,,,,500,0,running,59.9,JTG Daugherty Racing,Martinsville,2013
21,22,18,51.0,Regan Smith,Chevrolet,0,,,,500,0,running,59.2,Phoenix Racing,Martinsville,2013
22,23,4,22.0,Joey Logano,Ford,21,,,,499,0,running,77.1,Penske Racing,Martinsville,2013
23,24,17,88.0,Dale Earnhardt Jr.,Chevrolet,20,,,,498,0,running,82.3,Hendrick Motorsports,Martinsville,2013
24,25,20,17.0,Ricky Stenhouse Jr.,Ford,19,,,,498,0,running,53.3,Roush Fenway Racing,Martinsville,2013
25,26,14,42.0,Juan Pablo Montoya,Chevrolet,18,,,,497,0,running,57.9,Earnhardt Ganassi Racing,Martinsville,2013
26,27,37,36.0,J.J. Yeley,Chevrolet,17,,,,497,0,running,41.3,Tommy Baldwin Racing,Martinsville,2013
27,28,30,38.0,David Gilliland,Ford,16,,,,496,0,running,51.3,Front Row Motorsports,Martinsville,2013
28,29,39,7.0,Dave Blaney,Chevrolet,15,,,,495,0,running,41.7,Tommy Baldwin Racing,Martinsville,2013
29,30,23,34.0,David Ragan,Ford,14,,,,493,0,running,47.0,Front Row Motorsports,Martinsville,2013
30,31,10,39.0,Ryan Newman,Chevrolet,13,,,,492,0,running,72.8,Stewart-Haas Racing,Martinsville,2013
31,32,36,32.0,Ken Schrader,Ford,12,,,,492,0,running,35.0,FAS Lane Racing,Martinsville,2013
32,33,33,33.0,Landon Cassill,Chevrolet,0,,,,492,0,running,37.9,Circle Sport,Martinsville,2013
33,34,43,87.0,Joe Nemechek,Toyota,0,,,,491,0,running,31.5,NEMCO Motorsports,Martinsville,2013
34,35,42,35.0,Josh Wise,Ford,0,,,,488,0,running,34.7,Front Row Motorsports,Martinsville,2013
35,36,24,30.0,David Stremme,Toyota,8,,,,485,0,electrical,40.6,Swan Racing,Martinsville,2013
36,37,19,78.0,Kurt Busch,Chevrolet,7,,,,457,0,accident,60.4,Furniture Row Racing,Martinsville,2013
37,38,40,83.0,David Reutimann,Toyota,6,,,,457,0,running,45.0,BK Racing,Martinsville,2013
38,39,25,93.0,Travis Kvapil,Toyota,6,,,,436,1,running,39.9,BK Racing,Martinsville,2013
39,40,12,56.0,Martin Truex Jr.,Toyota,4,,,,385,0,running,71.6,Michael Waltrip Racing,Martinsville,2013
40,41,28,95.0,Scott Speed,Ford,3,,,,64,0,rear gear,27.9,Leavine Family Racing,Martinsville,2013
41,42,38,44.0,Scott Riggs,Ford,2,,,,47,0,brakes,27.3,Xxxtreme Motorsports,Martinsville,2013
42,43,27,98.0,Michael McDowell,Ford,1,,,,26,0,brakes,26.9,Phil Parsons Racing,Martinsville,2013
0,1,1,18.0,Kyle Busch,Toyota,48,,,,334,171,running,144.1,Joe Gibbs Racing,Texas,2013
1,2,5,56.0,Martin Truex Jr.,Toyota,43,,,,334,142,running,132.8,Michael Waltrip Racing,Texas,2013
2,3,9,99.0,Carl Edwards,Ford,41,,,,334,0,running,95.6,Roush Fenway Racing,Texas,2013
3,4,35,16.0,Greg Biffle,Ford,40,,,,334,0,running,91.6,Roush Fenway Racing,Texas,2013
4,5,18,22.0,Joey Logano,Ford,40,,,,334,1,running,84.9,Penske Racing,Texas,2013
5,6,7,48.0,Jimmie Johnson,Chevrolet,38,,,,334,0,running,109.0,Hendrick Motorsports,Texas,2013
6,7,3,43.0,Aric Almirola,Ford,37,,,,334,0,running,101.4,Richard Petty Motorsports,Texas,2013
7,8,15,11.0,Brian Vickers,Toyota,0,,,,334,0,running,93.9,Joe Gibbs Racing,Texas,2013
8,9,16,2.0,Brad Keselowski,Ford,35,,,,334,0,running,79.4,Penske Racing,Texas,2013
9,10,31,39.0,Ryan Newman,Chevrolet,35,,,,334,3,running,80.9,Stewart-Haas Racing,Texas,2013
10,11,14,5.0,Kasey Kahne,Chevrolet,33,,,,334,0,running,92.7,Hendrick Motorsports,Texas,2013
11,12,20,20.0,Matt Kenseth,Toyota,32,,,,334,0,running,105.6,Joe Gibbs Racing,Texas,2013
12,13,29,29.0,Kevin Harvick,Chevrolet,31,,,,334,0,running,85.4,Richard Childress Racing,Texas,2013
13,14,23,55.0,Mark Martin,Toyota,30,,,,334,0,running,75.0,Michael Waltrip Racing,Texas,2013
14,15,26,15.0,Clint Bowyer,Toyota,29,,,,334,0,running,84.9,Michael Waltrip Racing,Texas,2013
15,16,11,1.0,Jamie McMurray,Chevrolet,28,,,,334,0,running,88.9,Earnhardt Ganassi Racing,Texas,2013
16,17,19,27.0,Paul Menard,Chevrolet,27,,,,334,0,running,72.2,Richard Childress Racing,Texas,2013
17,18,22,21.0,Trevor Bayne,Ford,0,,,,334,0,running,68.0,Wood Brothers Racing,Texas,2013
18,19,4,9.0,Marcos Ambrose,Ford,25,,,,333,0,running,83.0,Richard Petty Motorsports,Texas,2013
19,20,10,42.0,Juan Pablo Montoya,Chevrolet,24,,,,333,0,running,70.6,Earnhardt Ganassi Racing,Texas,2013
20,21,13,14.0,Tony Stewart,Chevrolet,23,,,,333,0,running,62.9,Stewart-Haas Racing,Texas,2013
21,22,32,93.0,Travis Kvapil,Toyota,22,,,,332,0,running,55.3,BK Racing,Texas,2013
22,23,21,31.0,Jeff Burton,Chevrolet,21,,,,332,0,running,65.4,Richard Childress Racing,Texas,2013
23,24,38,83.0,David Reutimann,Toyota,20,,,,332,0,running,57.2,BK Racing,Texas,2013
24,25,28,7.0,Dave Blaney,Chevrolet,19,,,,332,0,running,57.1,Tommy Baldwin Racing,Texas,2013
25,26,25,34.0,David Ragan,Ford,19,,,,331,1,running,51.8,Front Row Motorsports,Texas,2013
26,27,33,30.0,David Stremme,Toyota,17,,,,331,0,running,50.4,Swan Racing,Texas,2013
27,28,42,10.0,Danica Patrick,Chevrolet,16,,,,331,0,running,42.9,Stewart-Haas Racing,Texas,2013
28,29,6,88.0,Dale Earnhardt Jr.,Chevrolet,15,,,,330,0,running,91.0,Hendrick Motorsports,Texas,2013
29,30,40,35.0,Josh Wise,Ford,0,,,,330,0,running,43.0,Front Row Motorsports,Texas,2013
30,31,24,13.0,Casey Mears,Ford,13,,,,330,0,running,41.7,Germain Racing,Texas,2013
31,32,27,38.0,David Gilliland,Ford,13,,,,329,1,running,49.1,Front Row Motorsports,Texas,2013
32,33,12,51.0,Austin Dillon,Chevrolet,0,,,,326,0,running,45.3,Phoenix Racing,Texas,2013
33,34,39,33.0,Landon Cassill,Chevrolet,0,,,,326,0,running,37.2,Circle Sport,Texas,2013
34,35,41,87.0,Joe Nemechek,Toyota,0,,,,324,0,running,28.9,NEMCO Motorsports,Texas,2013
35,36,43,32.0,Timmy Hill,Ford,8,,,,322,0,running,28.8,FAS Lane Racing,Texas,2013
36,37,2,78.0,Kurt Busch,Chevrolet,7,,,,316,0,running,88.7,Furniture Row Racing,Texas,2013
37,38,8,24.0,Jeff Gordon,Chevrolet,7,,,,306,15,front suspension,98.0,Hendrick Motorsports,Texas,2013
38,39,36,36.0,J.J. Yeley,Chevrolet,5,,,,293,0,rear axle,34.8,Tommy Baldwin Racing,Texas,2013
39,40,17,17.0,Ricky Stenhouse Jr.,Ford,4,,,,290,0,running,45.7,Roush Fenway Racing,Texas,2013
40,41,34,19.0,Mike Bliss,Toyota,0,,,,140,0,brakes,29.6,TriStar Motorsports,Texas,2013
41,42,30,47.0,Bobby Labonte,Toyota,2,,,,138,0,engine,28.7,JTG Daugherty Racing,Texas,2013
42,43,37,98.0,Michael McDowell,Ford,1,,,,44,0,overheating,26.9,Phil Parsons Racing,Texas,2013
0,1,1,20.0,Matt Kenseth,Toyota,48,,,,267,163,running,146.0,Joe Gibbs Racing,Kansas,2013
1,2,27,5.0,Kasey Kahne,Chevrolet,42,,,,267,0,running,112.5,Hendrick Motorsports,Kansas,2013
2,3,21,48.0,Jimmie Johnson,Chevrolet,42,,,,267,9,running,115.6,Hendrick Motorsports,Kansas,2013
3,4,7,56.0,Martin Truex Jr.,Toyota,41,,,,267,46,running,118.9,Michael Waltrip Racing,Kansas,2013
4,5,10,15.0,Clint Bowyer,Toyota,39,,,,267,0,running,110.0,Michael Waltrip Racing,Kansas,2013
5,6,33,2.0,Brad Keselowski,Ford,38,,,,267,0,running,83.5,Penske Racing,Kansas,2013
6,7,14,1.0,Jamie McMurray,Chevrolet,37,,,,267,0,running,80.4,Earnhardt Ganassi Racing,Kansas,2013
7,8,6,43.0,Aric Almirola,Ford,36,,,,267,0,running,97.2,Richard Petty Motorsports,Kansas,2013
8,9,8,55.0,Mark Martin,Toyota,35,,,,267,0,running,88.6,Michael Waltrip Racing,Kansas,2013
9,10,12,27.0,Paul Menard,Chevrolet,34,,,,267,0,running,90.9,Richard Childress Racing,Kansas,2013
10,11,3,17.0,Ricky Stenhouse Jr.,Ford,34,,,,267,26,running,101.7,Roush Fenway Racing,Kansas,2013
11,12,17,29.0,Kevin Harvick,Chevrolet,32,,,,267,0,running,106.4,Richard Childress Racing,Kansas,2013
12,13,43,24.0,Jeff Gordon,Chevrolet,31,,,,267,0,running,74.1,Hendrick Motorsports,Kansas,2013
13,14,9,39.0,Ryan Newman,Chevrolet,31,,,,267,2,running,80.9,Stewart-Haas Racing,Kansas,2013
14,15,13,78.0,Kurt Busch,Chevrolet,29,,,,267,0,running,81.3,Furniture Row Racing,Kansas,2013
15,16,23,88.0,Dale Earnhardt Jr.,Chevrolet,29,,,,267,1,running,90.3,Hendrick Motorsports,Kansas,2013
16,17,2,99.0,Carl Edwards,Ford,28,,,,267,19,running,105.9,Roush Fenway Racing,Kansas,2013
17,18,20,31.0,Jeff Burton,Chevrolet,26,,,,267,0,running,76.4,Richard Childress Racing,Kansas,2013
18,19,11,16.0,Greg Biffle,Ford,25,,,,267,0,running,81.5,Roush Fenway Racing,Kansas,2013
19,20,15,9.0,Marcos Ambrose,Ford,24,,,,267,0,running,74.7,Richard Petty Motorsports,Kansas,2013
20,21,18,14.0,Tony Stewart,Chevrolet,23,,,,266,0,running,64.2,Stewart-Haas Racing,Kansas,2013
21,22,41,51.0,Regan Smith,Chevrolet,0,,,,266,0,running,53.1,Phoenix Racing,Kansas,2013
22,23,28,38.0,David Gilliland,Ford,21,,,,266,0,running,56.6,Front Row Motorsports,Kansas,2013
23,24,34,47.0,Bobby Labonte,Toyota,20,,,,266,0,running,58.5,JTG Daugherty Racing,Kansas,2013
24,25,25,10.0,Danica Patrick,Chevrolet,19,,,,265,0,running,55.8,Stewart-Haas Racing,Kansas,2013
25,26,36,35.0,Josh Wise,Ford,0,,,,265,0,running,41.6,Front Row Motorsports,Kansas,2013
26,27,19,42.0,Juan Pablo Montoya,Chevrolet,17,,,,264,0,running,80.9,Earnhardt Ganassi Racing,Kansas,2013
27,28,31,83.0,David Reutimann,Toyota,16,,,,263,0,running,36.2,BK Racing,Kansas,2013
28,29,39,33.0,Landon Cassill,Chevrolet,0,,,,263,0,running,33.4,Circle Sport,Kansas,2013
29,30,26,34.0,David Ragan,Ford,14,,,,262,0,running,44.9,Front Row Motorsports,Kansas,2013
30,31,16,11.0,Brian Vickers,Toyota,0,,,,257,0,running,54.9,Joe Gibbs Racing,Kansas,2013
31,32,38,30.0,David Stremme,Toyota,13,,,,256,1,running,39.4,Swan Racing,Kansas,2013
32,33,37,32.0,Timmy Hill,Ford,11,,,,242,0,running,34.0,FAS Lane Racing,Kansas,2013
33,34,30,13.0,Casey Mears,Ford,10,,,,216,0,accident,50.7,Germain Racing,Kansas,2013
34,35,40,36.0,J.J. Yeley,Chevrolet,9,,,,210,0,accident,35.5,Tommy Baldwin Racing,Kansas,2013
35,36,32,93.0,Travis Kvapil,Toyota,8,,,,209,0,engine,44.3,BK Racing,Kansas,2013
36,37,4,12.0,Sam Hornish Jr.,Ford,0,,,,181,0,accident,64.6,Penske Racing,Kansas,2013
37,38,5,18.0,Kyle Busch,Toyota,6,,,,102,0,accident,50.1,Joe Gibbs Racing,Kansas,2013
38,39,22,22.0,Joey Logano,Ford,5,,,,102,0,accident,53.0,Penske Racing,Kansas,2013
39,40,24,81.0,Elliott Sadler,Toyota,0,,,,85,0,accident,39.1,Joe Gibbs Racing,Kansas,2013
40,41,35,19.0,Mike Bliss,Toyota,0,,,,65,0,brakes,27.7,TriStar Motorsports,Kansas,2013
41,42,29,98.0,Michael McDowell,Ford,2,,,,43,0,vibration,28.3,Phil Parsons Racing,Kansas,2013
42,43,42,7.0,Dave Blaney,Chevrolet,1,,,,36,0,accident,32.9,Tommy Baldwin Racing,Kansas,2013
0,1,17,29.0,Kevin Harvick,Chevrolet,47,,,,406,3,running,111.2,Richard Childress Racing,Richmond,2013
1,2,5,15.0,Clint Bowyer,Toyota,43,,,,406,113,running,127.1,Michael Waltrip Racing,Richmond,2013
2,3,7,22.0,Joey Logano,Ford,41,,,,406,0,running,97.0,Penske Racing,Richmond,2013
3,4,6,42.0,Juan Pablo Montoya,Chevrolet,41,,,,406,67,running,118.9,Earnhardt Ganassi Racing,Richmond,2013
4,5,16,31.0,Jeff Burton,Chevrolet,40,,,,406,7,running,93.1,Richard Childress Racing,Richmond,2013
5,6,28,99.0,Carl Edwards,Ford,38,,,,406,0,running,96.3,Roush Fenway Racing,Richmond,2013
6,7,1,20.0,Matt Kenseth,Toyota,39,,,,406,140,running,132.4,Joe Gibbs Racing,Richmond,2013
7,8,34,43.0,Aric Almirola,Ford,36,,,,406,0,running,73.3,Richard Petty Motorsports,Richmond,2013
8,9,14,78.0,Kurt Busch,Chevrolet,36,,,,406,36,running,112.6,Furniture Row Racing,Richmond,2013
9,10,19,88.0,Dale Earnhardt Jr.,Chevrolet,34,,,,406,0,running,81.7,Hendrick Motorsports,Richmond,2013
10,11,3,24.0,Jeff Gordon,Chevrolet,33,,,,406,0,running,80.9,Hendrick Motorsports,Richmond,2013
11,12,26,48.0,Jimmie Johnson,Chevrolet,32,,,,406,0,running,99.7,Hendrick Motorsports,Richmond,2013
12,13,29,27.0,Paul Menard,Chevrolet,31,,,,406,0,running,72.8,Richard Childress Racing,Richmond,2013
13,14,24,51.0,A.J. Allmendinger,Chevrolet,30,,,,406,0,running,73.0,Phoenix Racing,Richmond,2013
14,15,15,39.0,Ryan Newman,Chevrolet,29,,,,406,0,running,75.9,Stewart-Haas Racing,Richmond,2013
15,16,12,17.0,Ricky Stenhouse Jr.,Ford,28,,,,406,0,running,66.0,Roush Fenway Racing,Richmond,2013
16,17,9,56.0,Martin Truex Jr.,Toyota,27,,,,406,0,running,94.3,Michael Waltrip Racing,Richmond,2013
17,18,21,14.0,Tony Stewart,Chevrolet,26,,,,406,0,running,74.5,Stewart-Haas Racing,Richmond,2013
18,19,32,47.0,Bobby Labonte,Toyota,25,,,,406,0,running,64.7,JTG Daugherty Racing,Richmond,2013
19,20,20,34.0,David Ragan,Ford,24,,,,406,0,running,60.1,Front Row Motorsports,Richmond,2013
20,21,4,5.0,Kasey Kahne,Chevrolet,23,,,,406,0,running,78.5,Hendrick Motorsports,Richmond,2013
21,22,22,83.0,David Reutimann,Toyota,22,,,,406,0,running,54.2,BK Racing,Richmond,2013
22,23,18,7.0,Dave Blaney,Chevrolet,21,,,,406,0,running,58.6,Tommy Baldwin Racing,Richmond,2013
23,24,8,18.0,Kyle Busch,Toyota,21,,,,406,40,running,98.9,Joe Gibbs Racing,Richmond,2013
24,25,31,33.0,Landon Cassill,Chevrolet,0,,,,406,0,running,52.7,Circle Sport,Richmond,2013
25,26,13,1.0,Jamie McMurray,Chevrolet,18,,,,406,0,running,79.3,Earnhardt Ganassi Racing,Richmond,2013
26,27,37,38.0,David Gilliland,Ford,17,,,,405,0,running,49.1,Front Row Motorsports,Richmond,2013
27,28,27,35.0,Josh Wise,Ford,0,,,,404,0,running,44.7,Front Row Motorsports,Richmond,2013
28,29,30,10.0,Danica Patrick,Chevrolet,15,,,,402,0,running,42.6,Stewart-Haas Racing,Richmond,2013
29,30,40,13.0,Casey Mears,Ford,14,,,,402,0,running,42.4,Germain Racing,Richmond,2013
30,31,25,30.0,David Stremme,Toyota,13,,,,402,0,running,40.5,Swan Racing,Richmond,2013
31,32,39,36.0,J.J. Yeley,Chevrolet,12,,,,401,0,running,40.6,Tommy Baldwin Racing,Richmond,2013
32,33,23,2.0,Brad Keselowski,Ford,11,,,,398,0,running,73.3,Penske Racing,Richmond,2013
33,34,42,32.0,Timmy Hill,Ford,10,,,,397,0,running,29.9,FAS Lane Racing,Richmond,2013
34,35,2,11.0,Brian Vickers,Toyota,0,,,,392,0,accident,67.6,Joe Gibbs Racing,Richmond,2013
35,36,33,16.0,Greg Biffle,Ford,8,,,,391,0,running,49.7,Roush Fenway Racing,Richmond,2013
36,37,36,93.0,Travis Kvapil,Toyota,7,,,,368,0,running,29.9,BK Racing,Richmond,2013
37,38,10,55.0,Mark Martin,Toyota,6,,,,349,0,running,86.0,Michael Waltrip Racing,Richmond,2013
38,39,41,87.0,Joe Nemechek,Toyota,0,,,,245,0,vibration,32.2,NEMCO Motorsports,Richmond,2013
39,40,43,52.0,Brian Keselowski,Toyota,4,,,,186,0,brakes,26.8,Brian Keselowski Motorsports,Richmond,2013
40,41,35,98.0,Michael McDowell,Ford,3,,,,121,0,brakes,33.6,Phil Parsons Racing,Richmond,2013
41,42,11,9.0,Marcos Ambrose,Ford,2,,,,109,0,engine,63.8,Richard Petty Motorsports,Richmond,2013
42,43,38,19.0,Mike Bliss,Toyota,0,,,,17,0,brakes,25.5,TriStar Motorsports,Richmond,2013
0,1,19,34.0,David Ragan,Ford,47,,,,192,4,running,78.2,Front Row Motorsports,Talladega,2013
1,2,31,38.0,David Gilliland,Ford,42,,,,192,0,running,81.6,Front Row Motorsports,Talladega,2013
2,3,1,99.0,Carl Edwards,Ford,42,,,,192,5,running,103.5,Roush Fenway Racing,Talladega,2013
3,4,14,55.0,Michael Waltrip,Toyota,40,,,,192,0,running,86.7,Michael Waltrip Racing,Talladega,2013
4,5,8,48.0,Jimmie Johnson,Chevrolet,40,,,,192,16,running,119.0,Hendrick Motorsports,Talladega,2013
5,6,34,51.0,Regan Smith,Chevrolet,0,,,,192,0,running,92.7,Phoenix Racing,Talladega,2013
6,7,2,56.0,Martin Truex Jr.,Toyota,38,,,,192,5,running,107.4,Michael Waltrip Racing,Talladega,2013
7,8,6,20.0,Matt Kenseth,Toyota,38,,,,192,142,running,132.7,Joe Gibbs Racing,Talladega,2013
8,9,36,95.0,Scott Speed,Ford,36,,,,192,1,running,68.4,Leavine Family Racing,Talladega,2013
9,10,18,43.0,Aric Almirola,Ford,35,,,,192,1,running,103.3,Richard Petty Motorsports,Talladega,2013
10,11,9,24.0,Jeff Gordon,Chevrolet,34,,,,192,1,running,61.2,Hendrick Motorsports,Talladega,2013
11,12,27,30.0,David Stremme,Toyota,32,,,,192,0,running,83.2,Swan Racing,Talladega,2013
12,13,21,17.0,Ricky Stenhouse Jr.,Ford,32,,,,192,2,running,83.9,Roush Fenway Racing,Talladega,2013
13,14,3,9.0,Marcos Ambrose,Ford,30,,,,192,0,running,91.6,Richard Petty Motorsports,Talladega,2013
14,15,11,2.0,Brad Keselowski,Ford,30,,,,192,1,running,86.5,Penske Racing,Talladega,2013
15,16,40,7.0,Dave Blaney,Chevrolet,28,,,,192,0,running,51.9,Tommy Baldwin Racing,Talladega,2013
16,17,12,88.0,Dale Earnhardt Jr.,Chevrolet,27,,,,192,0,running,93.6,Hendrick Motorsports,Talladega,2013
17,18,20,15.0,Clint Bowyer,Toyota,26,,,,192,0,running,77.0,Michael Waltrip Racing,Talladega,2013
18,19,26,35.0,Josh Wise,Ford,0,,,,192,0,running,51.2,Front Row Motorsports,Talladega,2013
19,20,39,47.0,Bobby Labonte,Toyota,25,,,,192,5,running,58.6,JTG Daugherty Racing,Talladega,2013
20,21,38,98.0,Michael McDowell,Ford,23,,,,191,0,running,59.0,Phil Parsons Racing,Talladega,2013
21,22,42,33.0,Landon Cassill,Chevrolet,0,,,,191,0,running,39.0,Circle Sport,Talladega,2013
22,23,28,1.0,Jamie McMurray,Chevrolet,22,,,,191,2,running,76.9,Earnhardt Ganassi Racing,Talladega,2013
23,24,22,13.0,Casey Mears,Ford,20,,,,189,0,running,72.9,Germain Racing,Talladega,2013
24,25,30,42.0,Juan Pablo Montoya,Chevrolet,19,,,,189,0,running,55.3,Earnhardt Ganassi Racing,Talladega,2013
25,26,16,27.0,Paul Menard,Chevrolet,19,,,,188,1,running,71.7,Richard Childress Racing,Talladega,2013
26,27,25,14.0,Tony Stewart,Chevrolet,17,,,,187,0,running,36.4,Stewart-Haas Racing,Talladega,2013
27,28,29,31.0,Jeff Burton,Chevrolet,17,,,,187,1,running,55.3,Richard Childress Racing,Talladega,2013
28,29,37,32.0,Terry Labonte,Ford,15,,,,185,0,accident,48.6,FAS Lane Racing,Talladega,2013
29,30,33,78.0,Kurt Busch,Chevrolet,15,,,,182,2,accident,97.4,Furniture Row Racing,Talladega,2013
30,31,43,36.0,J.J. Yeley,Chevrolet,13,,,,182,0,accident,63.3,Tommy Baldwin Racing,Talladega,2013
31,32,5,39.0,Ryan Newman,Chevrolet,13,,,,182,2,accident,62.3,Stewart-Haas Racing,Talladega,2013
32,33,23,10.0,Danica Patrick,Chevrolet,11,,,,182,0,accident,67.4,Stewart-Haas Racing,Talladega,2013
33,34,7,11.0,Denny Hamlin,Toyota,10,,,,148,0,running,34.9,Joe Gibbs Racing,Talladega,2013
34,35,4,22.0,Joey Logano,Ford,9,,,,143,0,engine,77.5,Penske Racing,Talladega,2013
35,36,17,16.0,Greg Biffle,Ford,8,,,,141,0,running,48.2,Roush Fenway Racing,Talladega,2013
36,37,13,18.0,Kyle Busch,Toyota,7,,,,138,0,running,60.8,Joe Gibbs Racing,Talladega,2013
37,38,32,93.0,Travis Kvapil,Toyota,6,,,,128,0,running,29.3,BK Racing,Talladega,2013
38,39,41,87.0,Joe Nemechek,Toyota,0,,,,53,0,engine,25.3,NEMCO Motorsports,Talladega,2013
39,40,24,29.0,Kevin Harvick,Chevrolet,5,,,,47,1,accident,48.9,Richard Childress Racing,Talladega,2013
40,41,35,83.0,David Reutimann,Toyota,3,,,,43,0,accident,51.1,BK Racing,Talladega,2013
41,42,10,5.0,Kasey Kahne,Chevrolet,2,,,,42,0,accident,74.4,Hendrick Motorsports,Talladega,2013
42,43,15,21.0,Trevor Bayne,Ford,0,,,,22,0,engine,33.0,Wood Brothers Racing,Talladega,2013
0,1,7,20.0,Matt Kenseth,Toyota,47,,,,367,17,running,125.6,Joe Gibbs Racing,Darlington,2013
1,2,6,11.0,Denny Hamlin,Toyota,42,,,,367,0,running,105.0,Joe Gibbs Racing,Darlington,2013
2,3,8,24.0,Jeff Gordon,Chevrolet,42,,,,367,16,running,112.6,Hendrick Motorsports,Darlington,2013
3,4,2,48.0,Jimmie Johnson,Chevrolet,40,,,,367,0,running,121.7,Hendrick Motorsports,Darlington,2013
4,5,10,29.0,Kevin Harvick,Chevrolet,39,,,,367,0,running,106.6,Richard Childress Racing,Darlington,2013
5,6,3,18.0,Kyle Busch,Toyota,40,,,,367,265,running,137.7,Joe Gibbs Racing,Darlington,2013
6,7,17,99.0,Carl Edwards,Ford,37,,,,367,0,running,89.6,Roush Fenway Racing,Darlington,2013
7,8,12,42.0,Juan Pablo Montoya,Chevrolet,36,,,,367,0,running,90.2,Earnhardt Ganassi Racing,Darlington,2013
8,9,16,88.0,Dale Earnhardt Jr.,Chevrolet,35,,,,367,0,running,99.3,Hendrick Motorsports,Darlington,2013
9,10,21,39.0,Ryan Newman,Chevrolet,34,,,,367,0,running,81.4,Stewart-Haas Racing,Darlington,2013
10,11,13,15.0,Clint Bowyer,Toyota,33,,,,367,0,running,96.5,Michael Waltrip Racing,Darlington,2013
11,12,5,56.0,Martin Truex Jr.,Toyota,32,,,,367,0,running,91.9,Michael Waltrip Racing,Darlington,2013
12,13,9,16.0,Greg Biffle,Ford,31,,,,367,0,running,83.6,Roush Fenway Racing,Darlington,2013
13,14,1,78.0,Kurt Busch,Chevrolet,31,,,,367,69,running,102.7,Furniture Row Racing,Darlington,2013
14,15,20,14.0,Tony Stewart,Chevrolet,29,,,,367,0,running,86.8,Stewart-Haas Racing,Darlington,2013
15,16,25,1.0,Jamie McMurray,Chevrolet,28,,,,367,0,running,72.7,Earnhardt Ganassi Racing,Darlington,2013
16,17,4,5.0,Kasey Kahne,Chevrolet,27,,,,367,0,running,105.5,Hendrick Motorsports,Darlington,2013
17,18,14,17.0,Ricky Stenhouse Jr.,Ford,26,,,,366,0,running,69.7,Roush Fenway Racing,Darlington,2013
18,19,15,27.0,Paul Menard,Chevrolet,25,,,,366,0,running,76.0,Richard Childress Racing,Darlington,2013
19,20,18,43.0,Aric Almirola,Ford,24,,,,366,0,running,64.3,Richard Petty Motorsports,Darlington,2013
20,21,11,31.0,Jeff Burton,Chevrolet,23,,,,365,0,running,73.6,Richard Childress Racing,Darlington,2013
21,22,30,22.0,Joey Logano,Ford,22,,,,365,0,running,70.1,Penske Racing,Darlington,2013
22,23,28,93.0,Travis Kvapil,Toyota,21,,,,364,0,running,63.9,BK Racing,Darlington,2013
23,24,27,51.0,Regan Smith,Chevrolet,0,,,,363,0,running,62.7,Phoenix Racing,Darlington,2013
24,25,22,55.0,Mark Martin,Toyota,19,,,,363,0,running,55.2,Michael Waltrip Racing,Darlington,2013
25,26,23,47.0,Bobby Labonte,Toyota,18,,,,363,0,running,47.6,JTG Daugherty Racing,Darlington,2013
26,27,37,7.0,Dave Blaney,Chevrolet,17,,,,362,0,running,52.4,Tommy Baldwin Racing,Darlington,2013
27,28,40,10.0,Danica Patrick,Chevrolet,16,,,,362,0,running,43.4,Stewart-Haas Racing,Darlington,2013
28,29,29,38.0,David Gilliland,Ford,15,,,,362,0,running,45.6,Front Row Motorsports,Darlington,2013
29,30,32,33.0,Landon Cassill,Chevrolet,0,,,,360,0,running,40.7,Circle Sport,Darlington,2013
30,31,43,87.0,Joe Nemechek,Toyota,0,,,,359,0,running,36.5,NEMCO Motorsports,Darlington,2013
31,32,26,2.0,Brad Keselowski,Ford,12,,,,358,0,running,69.6,Penske Racing,Darlington,2013
32,33,41,32.0,Timmy Hill,Ford,11,,,,358,0,running,34.1,FAS Lane Racing,Darlington,2013
33,34,24,9.0,Marcos Ambrose,Ford,10,,,,358,0,running,43.0,Richard Petty Motorsports,Darlington,2013
34,35,42,36.0,J.J. Yeley,Chevrolet,9,,,,354,0,running,31.4,Tommy Baldwin Racing,Darlington,2013
35,36,33,83.0,David Reutimann,Toyota,8,,,,327,0,accident,51.1,BK Racing,Darlington,2013
36,37,19,13.0,Casey Mears,Ford,7,,,,327,0,accident,53.2,Germain Racing,Darlington,2013
37,38,34,35.0,Josh Wise,Ford,0,,,,326,0,accident,40.0,Front Row Motorsports,Darlington,2013
38,39,31,34.0,David Ragan,Ford,5,,,,318,0,engine,39.2,Front Row Motorsports,Darlington,2013
39,40,39,30.0,David Stremme,Toyota,4,,,,230,0,engine,46.6,Swan Racing,Darlington,2013
40,41,36,95.0,Scott Speed,Ford,3,,,,77,0,brakes,29.9,Leavine Family Racing,Darlington,2013
41,42,35,98.0,Michael McDowell,Ford,2,,,,58,0,brakes,27.2,Phil Parsons Racing,Darlington,2013
42,43,38,19.0,Mike Bliss,Toyota,0,,,,18,0,overheating,24.8,TriStar Motorsports,Darlington,2013
0,1,15,29.0,Kevin Harvick,Chevrolet,47,,,,400,28,running,112.8,Richard Childress Racing,Charlotte,2013
1,2,6,5.0,Kasey Kahne,Chevrolet,44,,,,400,161,running,140.4,Hendrick Motorsports,Charlotte,2013
2,3,2,78.0,Kurt Busch,Chevrolet,42,,,,400,8,running,117.3,Furniture Row Racing,Charlotte,2013
